mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_max_depth,param_criterion,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.2354118824005127,0.018401119932649087,0.012803030014038087,0.0028457592919067694,100,,entropy,"{'n_estimators': 100, 'max_depth': None, 'criterion': 'entropy'}",0.745985401459854,0.727007299270073,0.7532846715328467,0.7503649635036497,0.7532846715328467,0.7459854014598541,0.00985806891453088,8
0.22331056594848633,0.012422986758181577,0.011747360229492188,0.0010639669979264255,100,,gini,"{'n_estimators': 100, 'max_depth': None, 'criterion': 'gini'}",0.7445255474452555,0.7284671532846715,0.7576642335766424,0.7518248175182481,0.7532846715328467,0.7471532846715329,0.010256448508175378,3
0.022910642623901366,0.0026753990418060024,0.004512596130371094,0.003327465105205727,10,3,entropy,"{'n_estimators': 10, 'max_depth': 3, 'criterion': 'entropy'}",0.7503649635036497,0.743065693430657,0.7372262773722628,0.727007299270073,0.7416058394160584,0.7398540145985402,0.007691643721062485,10
0.024945688247680665,0.0020988799252467673,0.0042797565460205075,0.00264825915881583,10,10,gini,"{'n_estimators': 10, 'max_depth': 10, 'criterion': 'gini'}",0.743065693430657,0.7372262773722628,0.7532846715328467,0.7474452554744525,0.7503649635036497,0.7462773722627737,0.005646446600237587,7
0.12125077247619628,0.016229086160698597,0.007066011428833008,0.0010119332633934486,50,10,entropy,"{'n_estimators': 50, 'max_depth': 10, 'criterion': 'entropy'}",0.745985401459854,0.7372262773722628,0.7547445255474453,0.7474452554744525,0.7547445255474453,0.748029197080292,0.006502498525932899,2
0.022452926635742186,0.0006233175790023982,0.0029526233673095705,0.00010492578197250078,10,,entropy,"{'n_estimators': 10, 'max_depth': None, 'criterion': 'entropy'}",0.7445255474452555,0.7357664233576642,0.7547445255474453,0.7474452554744525,0.7518248175182481,0.7468613138686131,0.006567720805373454,4
0.10612921714782715,0.008466097567270445,0.006663274765014648,0.0005430745559120477,50,,gini,"{'n_estimators': 50, 'max_depth': None, 'criterion': 'gini'}",0.7445255474452555,0.727007299270073,0.7547445255474453,0.7489051094890511,0.7489051094890511,0.7448175182481751,0.009478939025254266,9
0.17493982315063478,0.019769341374439215,0.009660577774047852,0.002294426844466978,100,3,gini,"{'n_estimators': 100, 'max_depth': 3, 'criterion': 'gini'}",0.7401459854014598,0.7445255474452555,0.7562043795620438,0.743065693430657,0.7474452554744525,0.7462773722627738,0.005493397875102706,5
0.09465208053588867,0.008300504183210152,0.0060138702392578125,0.0005368176521133079,50,5,entropy,"{'n_estimators': 50, 'max_depth': 5, 'criterion': 'entropy'}",0.7503649635036497,0.7416058394160584,0.7562043795620438,0.7474452554744525,0.7503649635036497,0.7491970802919707,0.004743964031904213,1
0.1757103443145752,0.017004722354438544,0.009348392486572266,0.0010594182936133783,100,10,entropy,"{'n_estimators': 100, 'max_depth': 10, 'criterion': 'entropy'}",0.7445255474452555,0.7284671532846715,0.7576642335766424,0.7503649635036497,0.7503649635036497,0.7462773722627738,0.009832092403201629,5
